"列號","場站代碼","對象代碼","車號","車廂模組","坑位代碼","坑位名稱","坑位類型","上層坑位代碼","設備序號","現場設備名稱","裝用狀態","盤點人","盤點日期","照片檔名或連結","備註"
"195","D","TS","102","M1","50-D-TS102-M1-BOGIE-BCAL-AX1L","動力式煞車卡鉗總成-L1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"196","D","TS","102","M1","50-D-TS102-M1-BOGIE-BCAL-AX1R","動力式煞車卡鉗總成-R1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"197","D","TS","102","M1","50-D-TS102-M1-BOGIE-BCAL-AX2L","動力式煞車卡鉗總成-L2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"198","D","TS","102","M1","50-D-TS102-M1-BOGIE-BCAL-AX2R","動力式煞車卡鉗總成-R2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"199","D","TS","102","M1","50-D-TS102-M1-BOGIE-EHU","煞車液壓單元總成(EHU)","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"200","D","TS","102","M1","50-D-TS102-M1-BOGIE-GB-AX1L","齒輪箱總成-L1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"201","D","TS","102","M1","50-D-TS102-M1-BOGIE-GB-AX1R","齒輪箱總成-R1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"202","D","TS","102","M1","50-D-TS102-M1-BOGIE-GB-AX2L","齒輪箱總成-L2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"203","D","TS","102","M1","50-D-TS102-M1-BOGIE-GB-AX2R","齒輪箱總成-R2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"204","D","TS","102","M1","50-D-TS102-M1-BOGIE-TM-AX1L","牽引馬達總成-L1(TM1)","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"205","D","TS","102","M1","50-D-TS102-M1-BOGIE-TM-AX1R","牽引馬達總成-R1(TM3)","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"206","D","TS","102","M1","50-D-TS102-M1-BOGIE-TM-AX2L","牽引馬達總成-L2(TM2)","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"207","D","TS","102","M1","50-D-TS102-M1-BOGIE-TM-AX2R","牽引馬達總成-R2(TM4)","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"208","D","TS","102","M1","50-D-TS102-M1-BOGIE-WHL-AX1L","動力式車輪-L1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"209","D","TS","102","M1","50-D-TS102-M1-BOGIE-WHL-AX1R","動力式車輪-R1","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"210","D","TS","102","M1","50-D-TS102-M1-BOGIE-WHL-AX2L","動力式車輪-L2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"211","D","TS","102","M1","50-D-TS102-M1-BOGIE-WHL-AX2R","動力式車輪-R2","子件","50-D-TS102-M1-BOGIE","","","","","","",""
"212","D","TS","102","M1","50-D-TS102-M1-BPI","BPI界面轉換器","獨立件","50-D-TS102-M1","","","","","","",""
"213","D","TS","102","M1","50-D-TS102-M1-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS102-M1","","","","","","",""
"214","D","TS","102","M1","50-D-TS102-M1-CABAC","駕駛室空調總成","總成","50-D-TS102-M1","","","","","","",""
"215","D","TS","102","M1","50-D-TS102-M1-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS102-M1-CABAC","","","","","","",""
"216","D","TS","102","M1","50-D-TS102-M1-CABAC-CTRL","空調控制器KN700","子件","50-D-TS102-M1-CABAC","","","","","","",""
"217","D","TS","102","M1","50-D-TS102-M1-CABAC-INV","空調變頻器","子件","50-D-TS102-M1-CABAC","","","","","","",""
"218","D","TS","102","M1","50-D-TS102-M1-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS102-M1","","","","","","",""
"219","D","TS","102","M1","50-D-TS102-M1-CC400-ACU","ACU卡板","子件","50-D-TS102-M1-CC400","","","","","","",""
"220","D","TS","102","M1","50-D-TS102-M1-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS102-M1-CC400","","","","","","",""
"221","D","TS","102","M1","50-D-TS102-M1-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS102-M1-CC400","","","","","","",""
"222","D","TS","102","M1","50-D-TS102-M1-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS102-M1-CC400","","","","","","",""
"223","D","TS","102","M1","50-D-TS102-M1-CC400-TCU","TCU卡板","子件","50-D-TS102-M1-CC400","","","","","","",""
"224","D","TS","102","M1","50-D-TS102-M1-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS102-M1-CC400","","","","","","",""
"225","D","TS","102","M1","50-D-TS102-M1-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS102-M1-CC400","","","","","","",""
"226","D","TS","102","M1","50-D-TS102-M1-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS102-M1","","","","","","",""
"227","D","TS","102","M1","50-D-TS102-M1-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS102-M1","","","","","","",""
"228","D","TS","102","M1","50-D-TS102-M1-DMOT-L","驅動馬達-L","獨立件","50-D-TS102-M1","","","","","","",""
"229","D","TS","102","M1","50-D-TS102-M1-DMOT-R","驅動馬達-R","獨立件","50-D-TS102-M1","","","","","","",""
"230","D","TS","102","M1","50-D-TS102-M1-ETH/CAB","網管型乙太網路交換器(駕駛室)","獨立件","50-D-TS102-M1","","","","","","",""
"231","D","TS","102","M1","50-D-TS102-M1-ETH/SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS102-M1","","","","","","",""
"232","D","TS","102","M1","50-D-TS102-M1-FLUB/COMP","輪緣潤滑壓縮機","獨立件","50-D-TS102-M1","","","","","","",""
"233","D","TS","102","M1","50-D-TS102-M1-GPS","GPS機","子件","50-D-TS102-M1","","","","","","",""
"234","D","TS","102","M1","50-D-TS102-M1-HMI","速度監控HMI","獨立件","50-D-TS102-M1","","","","","","",""
"235","D","TS","102","M1","50-D-TS102-M1-MC","主控制器總成","總成","50-D-TS102-M1","","","","","","",""
"236","D","TS","102","M1","50-D-TS102-M1-OBCU","車載控制單元(OBCU)","獨立件","50-D-TS102-M1","","","","","","",""
"237","D","TS","102","M1","50-D-TS102-M1-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS102-M1","","","","","","",""
"238","D","TS","102","M1","50-D-TS102-M1-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS102-M1","","","","","","",""
"239","D","TS","102","M1","50-D-TS102-M1-SD/COMP","撒砂裝置空壓機","獨立件","50-D-TS102-M1","","","","","","",""
"240","D","TS","102","M1","50-D-TS102-M1-TETRA","TETRA收發機(Tetra Transceiver)","獨立件","50-D-TS102-M1","","","","","","",""
"241","D","TS","102","M1","50-D-TS102-M1-VCU","車輛控制單元(VCU)","獨立件","50-D-TS102-M1","","","","","","",""
"242","D","TS","102","M1","50-D-TS102-M1-VID","影像連結單元(Video link)","獨立件","50-D-TS102-M1","","","","","","",""
"243","D","TS","102","M1","50-D-TS102-M1-WIFI","Wi-Fi模組","獨立件","50-D-TS102-M1","","","","","","",""
"244","D","TS","102","M2","50-D-TS102-M2-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS102-M2","","","","","","",""
"245","D","TS","102","M2","50-D-TS102-M2-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS102-M2","","","","","","",""
"246","D","TS","102","M2","50-D-TS102-M2-DMOT-L","驅動馬達-L","獨立件","50-D-TS102-M2","","","","","","",""
"247","D","TS","102","M2","50-D-TS102-M2-DMOT-R","驅動馬達-R","獨立件","50-D-TS102-M2","","","","","","",""
"248","D","TS","102","M2","50-D-TS102-M2-ESS","儲能電池(ESS)總成","總成","50-D-TS102-M2","","","","","","",""
"249","D","TS","102","M2","50-D-TS102-M2-ESS-COOL","冷卻器總成","子件","50-D-TS102-M2-ESS","","","","","","",""
"250","D","TS","102","M2","50-D-TS102-M2-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS102-M2","","","","","","",""
"251","D","TS","102","M2","50-D-TS102-M2-PA-IP","IP擴音器","獨立件","50-D-TS102-M2","","","","","","",""
"252","D","TS","102","M2","50-D-TS102-M2-PAC-L2","客室空調總成-L2","總成","50-D-TS102-M2","","","","","","",""
"253","D","TS","102","M2","50-D-TS102-M2-PAC-L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS102-M2-PAC-L2","","","","","","",""
"254","D","TS","102","M2","50-D-TS102-M2-PAC-L2-CTRL","空調控制器KN700-L2","子件","50-D-TS102-M2-PAC-L2","","","","","","",""
"255","D","TS","102","M2","50-D-TS102-M2-PAC-R1","客室空調總成-R1","總成","50-D-TS102-M2","","","","","","",""
"256","D","TS","102","M2","50-D-TS102-M2-PAC-R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS102-M2-PAC-R1","","","","","","",""
"257","D","TS","102","M2","50-D-TS102-M2-PAC-R1-CTRL","空調控制器KN700-R1","子件","50-D-TS102-M2-PAC-R1","","","","","","",""
"258","D","TS","102","M2","50-D-TS102-M2-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS102-M2","","","","","","",""
"259","D","TS","102","M2","50-D-TS102-M2-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS102-M2","","","","","","",""
"260","D","TS","102","M3","50-D-TS102-M3-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS102-M3","","","","","","",""
"261","D","TS","102","M3","50-D-TS102-M3-ATP-SW","ATP乙太網交換機","獨立件","50-D-TS102-M3","","","","","","",""
"262","D","TS","102","M3","50-D-TS102-M3-BALISE-L","應答器天線-L","獨立件","50-D-TS102-M3","","","","","","",""
"263","D","TS","102","M3","50-D-TS102-M3-BALISE-R","應答器天線-R","獨立件","50-D-TS102-M3","","","","","","",""
"264","D","TS","102","M3","50-D-TS102-M3-BCU","煞車控制單元(BCU)總成","總成","50-D-TS102-M3","","","","","","",""
"265","D","TS","102","M3","50-D-TS102-M3-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS102-M3-BCU","","","","","","",""
"266","D","TS","102","M3","50-D-TS102-M3-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS102-M3-BCU","","","","","","",""
"267","D","TS","102","M3","50-D-TS102-M3-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS102-M3-BCU","","","","","","",""
"268","D","TS","102","M3","50-D-TS102-M3-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS102-M3-BCU","","","","","","",""
"269","D","TS","102","M3","50-D-TS102-M3-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS102-M3-BCU","","","","","","",""
"270","D","TS","102","M3","50-D-TS102-M3-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS102-M3-BCU","","","","","","",""
"271","D","TS","102","M3","50-D-TS102-M3-BOGIE","轉向架","總成","50-D-TS102-M3","","","","","","",""
"272","D","TS","102","M3","50-D-TS102-M3-BOGIE-BCAL-AX3L","非動力式煞車卡鉗總成-L3","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"273","D","TS","102","M3","50-D-TS102-M3-BOGIE-BCAL-AX3R","非動力式煞車卡鉗總成-R3","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"274","D","TS","102","M3","50-D-TS102-M3-BOGIE-BCAL-AX4L","非動力式煞車卡鉗總成-L4","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"275","D","TS","102","M3","50-D-TS102-M3-BOGIE-BCAL-AX4R","非動力式煞車卡鉗總成-R4","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"276","D","TS","102","M3","50-D-TS102-M3-BOGIE-WHL-AX3L","非動力式車輪-L3","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"277","D","TS","102","M3","50-D-TS102-M3-BOGIE-WHL-AX3R","非動力式車輪-R3","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"278","D","TS","102","M3","50-D-TS102-M3-BOGIE-WHL-AX4L","非動力式車輪-L4","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"279","D","TS","102","M3","50-D-TS102-M3-BOGIE-WHL-AX4R","非動力式車輪-R4","子件","50-D-TS102-M3-BOGIE","","","","","","",""
"280","D","TS","102","M3","50-D-TS102-M3-CCU","中央控制單元(CCU)","總成","50-D-TS102-M3","","","","","","",""
"281","D","TS","102","M3","50-D-TS102-M3-CCU-1030","1030卡板(CCU內)","子件","50-D-TS102-M3-CCU","","","","","","",""
"282","D","TS","102","M3","50-D-TS102-M3-CCU-1092","1092卡板(CCU內)","子件","50-D-TS102-M3-CCU","","","","","","",""
"283","D","TS","102","M3","50-D-TS102-M3-CCU-A212","A212卡板(CCU內)","子件","50-D-TS102-M3-CCU","","","","","","",""
"284","D","TS","102","M3","50-D-TS102-M3-CCU-DIO","DIO-16A/15E卡板","子件","50-D-TS102-M3-CCU","","","","","","",""
"285","D","TS","102","M3","50-D-TS102-M3-CCU-HIST","HIST V4卡版","子件","50-D-TS102-M3-CCU","","","","","","",""
"286","D","TS","102","M3","50-D-TS102-M3-CCU-REL","REL V3卡板","子件","50-D-TS102-M3-CCU","","","","","","",""
"287","D","TS","102","M3","50-D-TS102-M3-EHU","煞車液壓單元總成(EHU)","總成","50-D-TS102-M3","","","","","","",""
"288","D","TS","102","M3","50-D-TS102-M3-ETH-SW","網管型乙太網路交換器(模組3)","獨立件","50-D-TS102-M3","","","","","","",""
"289","D","TS","102","M3","50-D-TS102-M3-GMU","速度轉換器 (GMU)","獨立件","50-D-TS102-M3","","","","","","",""
"290","D","TS","102","M3","50-D-TS102-M3-HSCB","高速斷路器總成","總成","50-D-TS102-M3","","","","","","",""
"291","D","TS","102","M3","50-D-TS102-M3-PANTO","集電弓總成","總成","50-D-TS102-M3","","","","","","",""
"292","D","TS","102","M3","50-D-TS102-M3-PANTO-DRV","集電弓主軸驅動器","子件","50-D-TS102-M3-PANTO","","","","","","",""
"293","D","TS","102","M3","50-D-TS102-M3-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS102-M3","","","","","","",""
"294","D","TS","102","M3","50-D-TS102-M3-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS102-M3","","","","","","",""
"295","D","TS","102","M3","50-D-TS102-M3-TDR","行車監視紀錄器總成","總成","50-D-TS102-M3","","","","","","",""
"296","D","TS","102","M3","50-D-TS102-M3-TDR-CPU","診斷CPU","子件","50-D-TS102-M3-TDR","","","","","","",""
"297","D","TS","102","M4","50-D-TS102-M4-COOL","冷卻器總成","獨立件","50-D-TS102-M4","","","","","","",""
"298","D","TS","102","M4","50-D-TS102-M4-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS102-M4","","","","","","",""
"299","D","TS","102","M4","50-D-TS102-M4-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS102-M4","","","","","","",""
"300","D","TS","102","M4","50-D-TS102-M4-DMOT-L","驅動馬達-L","獨立件","50-D-TS102-M4","","","","","","",""
"301","D","TS","102","M4","50-D-TS102-M4-DMOT-R","驅動馬達-R","獨立件","50-D-TS102-M4","","","","","","",""
"302","D","TS","102","M4","50-D-TS102-M4-ESS","儲能電池(ESS)總成","獨立件","50-D-TS102-M4","","","","","","",""
"303","D","TS","102","M4","50-D-TS102-M4-ETH-SW","網管型乙太網路交換器(模組1/2/4/5)","獨立件","50-D-TS102-M4","","","","","","",""
"304","D","TS","102","M4","50-D-TS102-M4-PA-IP","IP擴音器","獨立件","50-D-TS102-M4","","","","","","",""
"305","D","TS","102","M4","50-D-TS102-M4-PAC/L2","客室空調總成-L2","總成","50-D-TS102-M4","","","","","","",""
"306","D","TS","102","M4","50-D-TS102-M4-PAC/L2-COMP","空調渦捲式壓縮機-L2","子件","50-D-TS102-M4-PAC/L2","","","","","","",""
"307","D","TS","102","M4","50-D-TS102-M4-PAC/L2-CTRL","空調控制器KN700-L2","子件","50-D-TS102-M4-PAC/L2","","","","","","",""
"308","D","TS","102","M4","50-D-TS102-M4-PAC/R1","客室空調總成-R1","總成","50-D-TS102-M4","","","","","","",""
"309","D","TS","102","M4","50-D-TS102-M4-PAC/R1-COMP","空調渦捲式壓縮機-R1","子件","50-D-TS102-M4-PAC/R1","","","","","","",""
"310","D","TS","102","M4","50-D-TS102-M4-PAC/R1-CTRL","空調控制器KN700-R1","子件","50-D-TS102-M4-PAC/R1","","","","","","",""
"311","D","TS","102","M4","50-D-TS102-M4-PEI-L","旅客緊急對講機(PEI)-L","獨立件","50-D-TS102-M4","","","","","","",""
"312","D","TS","102","M4","50-D-TS102-M4-PEI-R","旅客緊急對講機(PEI)-R","獨立件","50-D-TS102-M4","","","","","","",""
"313","D","TS","102","M5","50-D-TS102-M5-AHU","輔助液壓單元總成(AHU)","總成","50-D-TS102-M5","","","","","","",""
"314","D","TS","102","M5","50-D-TS102-M5-BCU","煞車控制單元(BCU)總成","總成","50-D-TS102-M5","","","","","","",""
"315","D","TS","102","M5","50-D-TS102-M5-BCU-AIO","BCU_(AIO)類比輸入/輸出板","子件","50-D-TS102-M5-BCU","","","","","","",""
"316","D","TS","102","M5","50-D-TS102-M5-BCU-CIB","BCU_(CIB)控制器網路界面板","子件","50-D-TS102-M5-BCU","","","","","","",""
"317","D","TS","102","M5","50-D-TS102-M5-BCU-CPU","BCU_(CPU)中央處理器板","子件","50-D-TS102-M5-BCU","","","","","","",""
"318","D","TS","102","M5","50-D-TS102-M5-BCU-DIO","BCU_(DIO)數位輸入/輸出板","子件","50-D-TS102-M5-BCU","","","","","","",""
"319","D","TS","102","M5","50-D-TS102-M5-BCU-PSB","BCU_(PSB)電源板","子件","50-D-TS102-M5-BCU","","","","","","",""
"320","D","TS","102","M5","50-D-TS102-M5-BCU-VCB","BCU_(VCB)閥控制板","子件","50-D-TS102-M5-BCU","","","","","","",""
"321","D","TS","102","M5","50-D-TS102-M5-BOGIE","轉向架","總成","50-D-TS102-M5","","","","","","",""
"322","D","TS","102","M5","50-D-TS102-M5-BOGIE-BCAL-AX5L","動力式煞車卡鉗總成-L5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"323","D","TS","102","M5","50-D-TS102-M5-BOGIE-BCAL-AX5R","動力式煞車卡鉗總成-R5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"324","D","TS","102","M5","50-D-TS102-M5-BOGIE-BCAL-AX6L","動力式煞車卡鉗總成-L6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"325","D","TS","102","M5","50-D-TS102-M5-BOGIE-BCAL-AX6R","動力式煞車卡鉗總成-R6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"326","D","TS","102","M5","50-D-TS102-M5-BOGIE-GB-AX5L","齒輪箱總成-L5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"327","D","TS","102","M5","50-D-TS102-M5-BOGIE-GB-AX5R","齒輪箱總成-R5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"328","D","TS","102","M5","50-D-TS102-M5-BOGIE-GB-AX6L","齒輪箱總成-L6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"329","D","TS","102","M5","50-D-TS102-M5-BOGIE-GB-AX6R","齒輪箱總成-R6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"330","D","TS","102","M5","50-D-TS102-M5-BOGIE-TM-AX5L","牽引馬達總成-L5(TM4)","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"331","D","TS","102","M5","50-D-TS102-M5-BOGIE-TM-AX5R","牽引馬達總成-R5(TM2)","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"332","D","TS","102","M5","50-D-TS102-M5-BOGIE-TM-AX6L","牽引馬達總成-L6(TM3)","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"333","D","TS","102","M5","50-D-TS102-M5-BOGIE-TM-AX6R","牽引馬達總成-R6(TM1)","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"334","D","TS","102","M5","50-D-TS102-M5-BOGIE-WHL-AX5L","動力式車輪-L5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"335","D","TS","102","M5","50-D-TS102-M5-BOGIE-WHL-AX5R","動力式車輪-R5","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"336","D","TS","102","M5","50-D-TS102-M5-BOGIE-WHL-AX6L","動力式車輪-L6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"337","D","TS","102","M5","50-D-TS102-M5-BOGIE-WHL-AX6R","動力式車輪-R6","子件","50-D-TS102-M5-BOGIE","","","","","","",""
"338","D","TS","102","M5","50-D-TS102-M5-BPI","BPI界面轉換器","獨立件","50-D-TS102-M5","","","","","","",""
"339","D","TS","102","M5","50-D-TS102-M5-BRES","煞車電阻器(含箱體)","獨立件","50-D-TS102-M5-CC400","","","","","","",""
"340","D","TS","102","M5","50-D-TS102-M5-CABAC","駕駛室空調總成","總成","50-D-TS102-M5","","","","","","",""
"341","D","TS","102","M5","50-D-TS102-M5-CABAC-COMP","空調渦捲式壓縮機","子件","50-D-TS102-M5-CABAC","","","","","","",""
"342","D","TS","102","M5","50-D-TS102-M5-CABAC-CTRL","空調控制器KN700","子件","50-D-TS102-M5-CABAC","","","","","","",""
"343","D","TS","102","M5","50-D-TS102-M5-CABAC-INV","空調變頻器","子件","50-D-TS102-M5-CABAC","","","","","","",""
"344","D","TS","102","M5","50-D-TS102-M5-CC400","牽引換流器及輔助電源異常(CC400)","總成","50-D-TS102-M5","","","","","","",""
"345","D","TS","102","M5","50-D-TS102-M5-CC400-ACU","ACU卡板","子件","50-D-TS102-M5-CC400","","","","","","",""
"346","D","TS","102","M5","50-D-TS102-M5-CC400-AUX","輔助變流器模組(AUX)","子件","50-D-TS102-M5-CC400","","","","","","",""
"347","D","TS","102","M5","50-D-TS102-M5-CC400-AUX/Reactor","輔電電抗器","子件","50-D-TS102-M5-CC400","","","","","","",""
"348","D","TS","102","M5","50-D-TS102-M5-CC400-ESS/Reactor","儲能裝置電抗器","子件","50-D-TS102-M5-CC400","","","","","","",""
"349","D","TS","102","M5","50-D-TS102-M5-CC400-TCU","TCU卡板","子件","50-D-TS102-M5-CC400","","","","","","",""
"350","D","TS","102","M5","50-D-TS102-M5-CC400-TRAC/Reactor","牽引電抗器","子件","50-D-TS102-M5-CC400","","","","","","",""
"351","D","TS","102","M5","50-D-TS102-M5-CC400-XC","高頻整流器模組(XC)","子件","50-D-TS102-M5-CC400","","","","","","",""
"352","D","TS","102","M5","50-D-TS102-M5-DCU-L","車門控制單元(DCU)-L","獨立件","50-D-TS102-M5","","","","","","",""
"353","D","TS","102","M5","50-D-TS102-M5-DCU-R","車門控制單元(DCU)-R","獨立件","50-D-TS102-M5","","","","","","",""
